,valorTotalHomologado,srp,anoCompra,sequencialCompra,dataAberturaProposta,dataInclusao,dataPublicacaoPncp,dataAtualizacao,valorTotalEstimado,unidadeOrgao.codigoIbge,modoDisputaId_4,modoDisputaId_5,situacaoCompraId_1,situacaoCompraId_2,situacaoCompraId_3,tipoInstrumentoConvocatorioCodigo_2,tipoInstrumentoConvocatorioCodigo_3,amparoLegal.codigo_18,amparoLegal.codigo_19,amparoLegal.codigo_20,amparoLegal.codigo_21,amparoLegal.codigo_22,amparoLegal.codigo_24,amparoLegal.codigo_36,amparoLegal.codigo_37,amparoLegal.codigo_38,amparoLegal.codigo_39,amparoLegal.codigo_41,amparoLegal.codigo_45,orgaoEntidade.poderId_E,orgaoEntidade.poderId_J,orgaoEntidade.poderId_L,orgaoEntidade.poderId_N,orgaoEntidade.esferaId_D,orgaoEntidade.esferaId_E,orgaoEntidade.esferaId_F,orgaoEntidade.esferaId_M,orgaoEntidade.esferaId_N,KMeans,DBSCAN,LOF,IForest,DeepLearning
0,2.2041775450421794,False,1.2320051111040178,-0.5029181763476253,,2023-01-02 08:44:55,2023-01-02 08:44:55,2023-01-02 08:44:55,2.123061892423419,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,-0.03290413086199502,False,1.2320051111040178,-0.5005541058760322,,2023-01-02 08:50:18,2023-01-02 08:50:18,2023-01-02 08:50:18,-0.045130800985314114,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0.07968829583344782,False,1.2320051111040178,-0.4981900354044393,,2023-01-02 09:04:12,2023-01-02 09:04:12,2023-01-02 09:04:12,0.06399443995858184,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3,-0.05644220093823892,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:08:48,2023-01-02 09:08:49,2023-01-02 09:08:49,2023-01-02 09:08:49,-0.07237696525507559,-1.3973166598053357,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
4,-0.05117580991179035,False,1.2320051111040178,-0.4958259649328463,,2023-01-02 09:20:08,2023-01-02 09:20:08,2023-01-02 09:20:08,-0.0628398195869991,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
5,-0.039600231218916794,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:22:51,2023-01-02 09:22:53,2023-01-02 09:22:53,2023-01-02 09:22:53,-0.07237696525507559,-1.3960137001623882,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
6,-0.058062126857409135,False,1.2320051111040178,-0.4934618944612534,,2023-01-02 09:34:05,2023-01-02 09:34:05,2023-01-02 09:34:05,-0.06951407839784592,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
7,0.005684895282400542,False,-0.8116849443131013,-0.257054847301957,,2023-01-02 10:05:24,2023-01-02 10:05:24,2023-01-02 10:05:24,-0.007730090303519139,0.5845337532159917,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
8,0.05809272184889088,True,1.2320051111040178,-0.5029181763476253,,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,0.04306388287270379,0.5845337532159917,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True
9,0.08310554816471583,False,-0.8116849443131013,-0.25469077683036406,,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,0.07467982956664611,0.5845337532159917,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
