valorTotalHomologado,srp,anoCompra,sequencialCompra,dataAberturaProposta,processo,dataInclusao,dataPublicacaoPncp,dataAtualizacao,valorTotalEstimado,unidadeOrgao.codigoUnidade,unidadeOrgao.codigoIbge,modoDisputaId_4,modoDisputaId_5,situacaoCompraId_1,situacaoCompraId_2,situacaoCompraId_3,tipoInstrumentoConvocatorioCodigo_2,tipoInstrumentoConvocatorioCodigo_3,amparoLegal.codigo_18,amparoLegal.codigo_19,amparoLegal.codigo_20,amparoLegal.codigo_21,amparoLegal.codigo_22,amparoLegal.codigo_24,amparoLegal.codigo_36,amparoLegal.codigo_37,amparoLegal.codigo_38,amparoLegal.codigo_39,amparoLegal.codigo_41,amparoLegal.codigo_45,orgaoEntidade.poderId_E,orgaoEntidade.poderId_J,orgaoEntidade.poderId_L,orgaoEntidade.poderId_N,orgaoEntidade.esferaId_D,orgaoEntidade.esferaId_E,orgaoEntidade.esferaId_F,orgaoEntidade.esferaId_M,orgaoEntidade.esferaId_N
2.2041775450421794,False,1.2320051111040178,-0.5029181763476253,,01300008898202266,2023-01-02 08:44:55,2023-01-02 08:44:55,2023-01-02 08:44:55,2.123061892423419,364102,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.03290413086199502,False,1.2320051111040178,-0.5005541058760322,,01300009365202274,2023-01-02 08:50:18,2023-01-02 08:50:18,2023-01-02 08:50:18,-0.045130800985314114,364102,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.07968829583344782,False,1.2320051111040178,-0.4981900354044393,,01300012908202268,2023-01-02 09:04:12,2023-01-02 09:04:12,2023-01-02 09:04:12,0.06399443995858184,364102,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05644220093823892,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:08:48,23818008936202111,2023-01-02 09:08:49,2023-01-02 09:08:49,2023-01-02 09:08:49,-0.07237696525507559,155915,-1.3973166598053357,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05117580991179035,False,1.2320051111040178,-0.4958259649328463,,01300012215202275,2023-01-02 09:20:08,2023-01-02 09:20:08,2023-01-02 09:20:08,-0.0628398195869991,364102,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.039600231218916794,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:22:51,112692/2022,2023-01-02 09:22:53,2023-01-02 09:22:53,2023-01-02 09:22:53,-0.07237696525507559,179083,-1.3960137001623882,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.058062126857409135,False,1.2320051111040178,-0.4934618944612534,,01300011261202257,2023-01-02 09:34:05,2023-01-02 09:34:05,2023-01-02 09:34:05,-0.06951407839784592,364102,0.6757969918244833,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.005684895282400542,False,-0.8116849443131013,-0.257054847301957,,18249/2022,2023-01-02 10:05:24,2023-01-02 10:05:24,2023-01-02 10:05:24,-0.007730090303519139,10,0.5845337532159917,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.05809272184889088,True,1.2320051111040178,-0.5029181763476253,,16885/2022,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,0.04306388287270379,10,0.5845337532159917,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.08310554816471583,False,-0.8116849443131013,-0.25469077683036406,,18368/2022,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,0.07467982956664611,10,0.5845337532159917,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.05332837397920995,False,-0.8116849443131013,-0.13175911230752993,,108243/2022,2023-01-02 10:24:39,2023-01-02 10:24:39,2023-01-02 10:24:39,0.03844624894759261,926821,-1.7875753944874926,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.05984870966506079,False,-0.8116849443131013,-0.4650930488021378,2022-12-29 08:00:00,2022000630,2023-01-02 10:41:44,2023-01-02 10:41:44,2023-01-02 10:41:44,-0.0712225567737978,0101,0.5821801201398467,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.05432530589278228,False,1.2320051111040178,-0.5005541058760322,2023-01-02 10:44:14,23762.02049920227,2023-01-02 10:44:16,2023-01-02 10:44:16,2023-01-02 10:44:16,-0.0712137832693401,155901,-0.3475724289030006,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05994399662245441,False,-0.8116849443131013,-0.14121539419390178,,08038018074202209,2023-01-02 11:15:03,2023-01-02 11:15:03,2023-01-02 11:15:03,-0.07133799762192558,290002,0.6757969918244833,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05644220093823892,False,-0.8116849443131013,-0.13885132372230882,2023-01-02 11:18:14,08141000096202227,2023-01-02 11:18:15,2023-01-02 11:18:15,2023-01-02 11:18:15,-0.06738992061595553,290002,0.6757969918244833,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.06583264318058105,False,1.2320051111040178,-0.5029181763476253,,23147010289202220,2023-01-02 11:22:33,2023-01-02 11:22:33,2023-01-02 11:22:33,0.05056546006574315,158151,-1.4990544480852992,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.06065864880290655,False,-0.8116849443131013,-0.13648725325071587,,08149000059202249,2023-01-02 11:24:28,2023-01-02 11:24:28,2023-01-02 11:24:28,-0.07203064271069225,290002,0.6757969918244833,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.03057093442325487,False,1.2320051111040178,-0.5029181763476253,2023-01-02 11:41:03,25020.001290/2022,2023-01-02 11:41:04,2023-01-02 11:41:04,2023-01-02 11:41:04,-0.04286104920576496,250013,-2.019207357913345,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.04929567913371751,True,-0.8116849443131013,-0.44381641455780113,2023-01-02 11:48:46,123/2022,2023-01-02 11:48:47,2023-01-02 11:48:47,2023-01-02 11:48:47,-0.060865203879773434,5,-1.5754732906978837,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.05046976525740138,False,-0.8116849443131013,-0.5029181763476253,2022-01-03 00:00:00,220103DV00001,2023-01-02 12:06:03,2023-01-02 12:06:03,2023-01-02 12:06:03,0.03567566859252591,201100,-2.2230110103674323,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.06050380749714192,False,-0.8116849443131013,-0.1341231827791229,2023-01-02 12:27:26,08141000097202271,2023-01-02 12:27:27,2023-01-02 12:27:27,2023-01-02 12:27:27,-0.0718459373536878,290002,0.6757969918244833,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05432530589278228,False,-0.8116849443131013,1.506541724506394,,2862/2022,2023-01-02 12:35:39,2023-01-02 12:35:39,2023-01-02 12:35:39,-0.07213453947400726,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.006374749032190994,False,1.2320051111040178,-0.5029181763476253,,0004444-142022,2023-01-02 12:35:39,2023-01-02 12:35:39,2023-01-02 12:35:39,-0.007061479999332666,090020,-0.3470585125498062,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-0.05432530589278228,False,-0.8116849443131013,1.508905794977987,,2992/2022,2023-01-02 12:35:40,2023-01-02 12:35:40,2023-01-02 12:35:40,-0.01912410293725775,10,0.5933398916155779,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5112698654495798,,2974/2022,2023-01-02 12:35:40,2023-01-02 12:35:40,2023-01-02 12:35:40,-0.0691046327977063,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5136339359211728,,2985/2022,2023-01-02 12:35:41,2023-01-02 12:35:41,2023-01-02 12:35:41,-0.07109365552277831,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5159980063927658,,2965/2022,2023-01-02 12:35:45,2023-01-02 12:35:45,2023-01-02 12:35:45,-0.06874408794083363,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5183620768643586,,2995/2022,2023-01-02 12:35:45,2023-01-02 12:35:45,2023-01-02 12:35:45,-0.06914462150749777,10,0.5933398916155779,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5207261473359517,,2968/2022,2023-01-02 12:35:46,2023-01-02 12:35:46,2023-01-02 12:35:46,-0.07176667566736326,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5230902178075447,,2991/2022,2023-01-02 12:35:46,2023-01-02 12:35:46,2023-01-02 12:35:46,-0.07219225989807114,10,0.5933398916155779,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.05432530589278228,False,-0.8116849443131013,1.5254542882791375,,2986/2022,2023-01-02 12:35:47,2023-01-02 12:35:47,2023-01-02 12:35:47,-0.05934145394899562,10,0.5933398916155779,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
