valorTotalHomologado,srp,anoCompra,sequencialCompra,dataAberturaProposta,processo,dataInclusao,dataPublicacaoPncp,dataAtualizacao,unidadeOrgao.codigoUnidade,unidadeOrgao.codigoIbge,modoDisputaId_4,modoDisputaId_5,situacaoCompraId_1,situacaoCompraId_2,situacaoCompraId_3,tipoInstrumentoConvocatorioCodigo_2,tipoInstrumentoConvocatorioCodigo_3,amparoLegal.codigo_18,amparoLegal.codigo_19,amparoLegal.codigo_20,amparoLegal.codigo_21,amparoLegal.codigo_22,amparoLegal.codigo_24,amparoLegal.codigo_36,amparoLegal.codigo_37,amparoLegal.codigo_38,amparoLegal.codigo_39,amparoLegal.codigo_41,amparoLegal.codigo_45,orgaoEntidade.poderId_E,orgaoEntidade.poderId_J,orgaoEntidade.poderId_L,orgaoEntidade.poderId_N,orgaoEntidade.esferaId_D,orgaoEntidade.esferaId_E,orgaoEntidade.esferaId_F,orgaoEntidade.esferaId_M,orgaoEntidade.esferaId_N
2.2041177290982694,False,1.2320051111040178,-0.5029181763476253,,01300008898202266,2023-01-02 08:44:55,2023-01-02 08:44:55,2023-01-02 08:44:55,-1.0286640126486912,-0.6857319001586392,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.03297217165466589,False,1.2320051111040178,-0.5005541058760322,,01300009365202274,2023-01-02 08:50:18,2023-01-02 08:50:18,2023-01-02 08:50:18,-1.0286640126486912,-0.6857319001586392,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.0796206689978046,False,1.2320051111040178,-0.4981900354044393,,01300012908202268,2023-01-02 09:04:12,2023-01-02 09:04:12,2023-01-02 09:04:12,-1.0286640126486912,-0.6857319001586392,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05651032827091796,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:08:48,23818008936202111,2023-01-02 09:08:49,2023-01-02 09:08:49,2023-01-02 09:08:49,-1.0574909735343236,-0.912066037385456,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05124391788206963,False,1.2320051111040178,-0.4958259649328463,,01300012215202275,2023-01-02 09:20:08,2023-01-02 09:20:08,2023-01-02 09:20:08,-1.0286640126486912,-0.6857319001586392,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.03966829663045309,False,1.2320051111040178,-0.5029181763476253,2023-01-02 09:22:51,112692/2022,2023-01-02 09:22:53,2023-01-02 09:22:53,2023-01-02 09:22:53,-1.0690217578885766,-0.6919328354251273,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.05813026014590367,False,1.2320051111040178,-0.4934618944612534,,01300011261202257,2023-01-02 09:34:05,2023-01-02 09:34:05,2023-01-02 09:34:05,-1.0286640126486912,-0.6857319001586392,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.005616996366044374,False,-0.8116849443131013,-0.257054847301957,,18249/2022,2023-01-02 10:05:24,2023-01-02 10:05:24,2023-01-02 10:05:24,-0.6913885702867932,-0.8717599581532831,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.05802501561501567,True,1.2320051111040178,-0.5029181763476253,,16885/2022,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,-0.6913885702867932,-0.8717599581532831,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.08303793389293379,False,-0.8116849443131013,-0.25469077683036406,,18368/2022,2023-01-02 10:05:25,2023-01-02 10:05:25,2023-01-02 10:05:25,-0.6913885702867932,-0.8717599581532831,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.05326065022874555,False,-0.8116849443131013,-0.13175911230752993,,108243/2022,2023-01-02 10:24:39,2023-01-02 10:24:39,2023-01-02 10:24:39,-1.074787150065703,-0.9058651021189679,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
